szerzo,magyar_cim,nyelv,count
JÓKAI Mór,A Bárdy család − Csataképek,lengyel,1
JÓKAI Mór,A Bárdy család − Csataképek,német,1
JÓKAI Mór,A Bárdy család − Csataképek,svéd,1
JÓKAI Mór,A Bárdy család − Csataképek,szerb,1
JÓKAI Mór,A Bárdy család − Csataképek,szlovák,1
JUHÁSZ Gyula,A bárka révbe indul,szlovák,4
ADY Endre,A báró és a kumánok,román,1
ADY Endre,A báró és a kumánok − próza,román,1
JÓKAI Mór,A basi-bozuk − Véres könyv,szlovák,1
ASZTALOS István,A bátor fiú,német,1
BARANYI Ferenc,A bátrak,francia,2
JÓZSEF Attila,A bátrak,kazah,1
JÓZSEF Attila,A bátrak,orosz,1
JÓZSEF Attila,A bátrak,szlovák,1
JÓZSEF Attila,A bátrak − Nem én kiáltok,orosz,2
JÓZSEF Attila,A bátrak − Nem én kiáltok,szlovák,1
SZABÓ Lőrinc,A Bazilikában zúg a harang,holland,1
SZABÓ Lőrinc,A Bazilikában zúgnak a harangok (?),olasz,1
BÍRÓ Lajos,A bazini zsidók,német,3
BÍRÓ Lajos,A bazini zsidók,héber,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A becsapott farkas (?) − Bözödi: Az erős... 16. l.,német,1
MÓRICZ Zsigmond,A bécsi bútor,román,1
KASSÁK Lajos,A becsukódott ajtó előtt,francia,1
MIKSZÁTH Kálmán,A becsületbírák előtt − A tekintetes vármegye,cseh,1
MIKSZÁTH Kálmán,A becsületbírák előtt − A tekintetes vármegye,német,1
KARINTHY Frigyes,A becsületes ember,román,1
KARINTHY Frigyes,A becsületes ember,szlovák,1
KARINTHY Frigyes,A becsületes ember (?),angol,1
MIKSZÁTH Kálmán,A becsületes Gyuri története − Tavaszi rügyek,német,4
MAGYAR NÉPKÖLTÉS − PRÓZA,A becsületes tolvaj Marci,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A becsületes tolvaj Marci,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A becsületes tolvaj Marci,szlovén,1
ZICHY Géza,A becsületszó,francia,1
JÓSIKA Miklós,A beduin lány − Élet és tündérhon,német,1
EÖTVÖS József,A befagyott Visztulához,lengyel,1
EÖTVÖS József,A befagyott Visztulán (?),bolgár,1
ADY Endre,A befalazott diák − Vér és arany,makedón,1
ADY Endre,A befalazott diák − Vér és arany,német,1
DÉRY Tibor,A befejezetlen mondat,német,3
DÉRY Tibor,A befejezetlen mondat,szerb,3
DÉRY Tibor,A befejezetlen mondat,francia,1
DÉRY Tibor,A befejezetlen mondat (részlet),francia,1
KARINTHY Frigyes,A befutott versenyző (?),spanyol,1
JÓKAI Mór,A béka,angol,2
JÓKAI Mór,A béka,bolgár,2
JÓKAI Mór,A béka,német,2
JÓKAI Mór,A béka,francia,1
JÓKAI Mór,A béka,hindi,1
JÓKAI Mór,A béka,lengyel,1
JÓKAI Mór,A béka,román,1
NAGY Lajos,A béka,román,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A Béka és a szűz Mária − Magyar Nyelvőr III.,francia,1
JÓKAI Mór,A béka hálátlan angyala (?),cseh,1
KAZINCZY Ferenc,A békák,német,3
KAZINCZY Ferenc,A békák,angol,1
FÁY András,A békák és gém,német,1
MÓRA Ferenc,A békapásztor,azerbajdzsán,1
MÓRA Ferenc,A békapásztor,örmény,1
MÓRA Ferenc,A békapásztor,orosz,1
MÓRA Ferenc,A békapásztor,tadzsik,1
BALLA László,A béke dala,ukrán,1
JÓSIKA Miklós,A béke nemtője − A szív rejtelmei,német,1
HAJNAL Anna,A békekongresszushoz,bolgár,1
ADY Endre,A békés eltávozás − A menekülő Élet,angol,1
ADY Endre,A békés eltávozás − A menekülő Élet,olasz,1
ADY Endre,A békés eltávozás − A menekülő Élet,román,1
KÓNYA Lajos,A békét és a bányát,lengyel,1
WEÖRES Sándor,A belső végtelenből,svéd,2
WEÖRES Sándor,A belső végtelenből,angol,1
WEÖRES Sándor,A belső végtelenből,norvég,1
WEÖRES Sándor,A belső végtelenből,szlovák,1
ADY Endre,A bélyeges sereg − Vér és arany,német,5
ADY Endre,A bélyeges sereg − Vér és arany,olasz,2
ADY Endre,A bélyeges sereg − Vér és arany,angol,1
ADY Endre,A bélyeges sereg − Vér és arany,francia,1
ADY Endre,A bélyeges sereg − Vér és arany,héber,1
ADY Endre,A bélyeges sereg − Vér és arany,román,1
WEÖRES Sándor,A benső végtelen,szlovák,1
MÉCS László,A beoltott vadrózsa... (?),olasz,1
BARTÓK Lajos,A bércek a felhőkbe,német,1
MIKSZÁTH Kálmán,A Berci fogai,spanyol,1
MIKSZÁTH Kálmán,A Berci fogai − A gyerekek,portugál,1
MIKSZÁTH Kálmán,A Berci fogai − A gyerekek,spanyol,1
LÉVAY József,A bérczi kápolna,angol,1
KISFALUDY Sándor,A bereknek gyors kaszási,lengyel,1
KISFALUDY Sándor,A bereknek gyors kaszási,német,1
KISFALUDY Sándor,A bereknek gyors kaszási − Boldog szerelem,francia,1
KISFALUDY Sándor,A bereknek gyors kaszási − Boldog szerelem 35. dal,német,1
KISFALUDY Sándor,A bereknek gyors kaszási − Boldog szerelem 35. dal,orosz,1
ÁBRÁNYI Emil,A bérkocsi,francia,1
ERDŐSI Károly,A bernáthegyi karácsonyéj (?),francia,1
MIKSZÁTH Kálmán,A beszélő köntös,német,5
MIKSZÁTH Kálmán,A beszélő köntös,orosz,2
MIKSZÁTH Kálmán,A beszélő köntös,angol,1
MIKSZÁTH Kálmán,A beszélő köntös,cseh,1
MIKSZÁTH Kálmán,A beszélő köntös,finn,1
MIKSZÁTH Kálmán,A beszélő köntös,francia,1
MIKSZÁTH Kálmán,A beszélő köntös,olasz,1
MIKSZÁTH Kálmán,A beszélő köntös,spanyol,1
MIKSZÁTH Kálmán,A beszélő köntös,szlovák,1
MIKSZÁTH Kálmán,A beszélő köntös,török,1
BARTA Lajos,A beteg,német,1
FÁBIÁN Zoltán,A beteg ágyánál,orosz,1
ENDRŐDI János,A beteg katona sóhaja,német,1
HIDAS Antal,A beteg szarvas,orosz,2
DEBRECZENI József,A betegek,szerb,1
PETŐFI Sándor,A betegséggel szomszéd a halál,angol,1
PETŐFI Sándor,A betegséggel szomszéd a halál,német,1
GODA Gábor,A betörő,lengyel,1
GODA Gábor,A betörő,orosz,1
MÓRICZ Zsigmond,A betyár,cseh,2
MÓRICZ Zsigmond,A betyár,lengyel,2
SIMON István,A betyárcsárda (?),román,1
TELEKI Sándorné (Szikra),A bevándorlók,német,1
TELEKI Sándorné (Szikra),A bevándorlók,orosz,1
PETELEI István,A bibliás ember − Az élet,szlovák,1
NÉMETH Imre,A bíbor-tenger partján,német,2
PASSUTH László,A bíborban született,német,1
PASSUTH László,A bíborban született,spanyol,1
AMBRUS Zoltán,A biciklikirály,spanyol,1
AMBRUS Zoltán,A biciklikirály. Elb.,olasz,1
AMBRUS Zoltán,A biciklikirály. Elb.,portugál,1
AMBRUS Zoltán,A biciklikirály. Elb.,spanyol,1
MÓRICZ Zsigmond,A bicska,orosz,3
MÓRICZ Zsigmond,A bicska,észt,2
MOLNÁR Ferenc,A bicska,román,1
BARTA Lajos,A bihari ügy,német,1
FÁY András,A bika és kis eb,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bikaborjú,román,1
VAJDA János,A bikoli fák alatt,német,1
PETŐFI Sándor,A bilincs,orosz,14
PETŐFI Sándor,A bilincs,német,10
PETŐFI Sándor,A bilincs,szlovák,6
PETŐFI Sándor,A bilincs,lengyel,4
PETŐFI Sándor,A bilincs,olasz,4
PETŐFI Sándor,A bilincs,román,3
PETŐFI Sándor,A bilincs,ukrán,3
PETŐFI Sándor,A bilincs,bolgár,2
PETŐFI Sándor,A bilincs,cseh,2
PETŐFI Sándor,A bilincs,francia,2
PETŐFI Sándor,A bilincs,grúz,2
PETŐFI Sándor,A bilincs,horvát,2
PETŐFI Sándor,A bilincs,svéd,2
PETŐFI Sándor,A bilincs,angol,1
PETŐFI Sándor,A bilincs,azerbajdzsán,1
PETŐFI Sándor,A bilincs,baskir,1
PETŐFI Sándor,A bilincs,fehérorosz,1
PETŐFI Sándor,A bilincs,japán,1
PETŐFI Sándor,A bilincs,kirgiz,1
PETŐFI Sándor,A bilincs,koreai,1
PETŐFI Sándor,A bilincs,litván,1
PETŐFI Sándor,A bilincs,macedon,1
PETŐFI Sándor,A bilincs,moldva,1
KISFALUDY Sándor,A bimbóbul virág lesz,német,1
ADY Endre,A Bimbura halála,román,1
ADY Endre,A Bimbura halála,szlovák,1
MÓRICZ Zsigmond,A birkaitato válu,orosz,2
MÓRICZ Zsigmond,A birkaitato válu,bolgár,1
MÓRICZ Zsigmond,A birkaitato válu,francia,1
MÓRICZ Zsigmond,A birkaitato válu,kínai,1
MÓRICZ Zsigmond,A birkaitato válu,perzsa,1
MÓRICZ Zsigmond,A birkaitato válu,svéd,1
MÓRICZ Zsigmond,A birkaitató válú,orosz,2
MÓRICZ Zsigmond,A birkaitató válú,örmény,1
MÓRICZ Zsigmond,A birkaitató válú,román,1
MÓRICZ Zsigmond,A birkaitató válú,ukrán,1
FÁY András,A bíró comme il faut,német,1
MAGYAR NÉPKÖLTÉS − VERS,A bíróné,román,1
JÓKAI Mór,A bírság,szlovák,1
SZABÓ Pál,A birtokot felosztják − Új föld,német,1
NAGY Zoltán,A bivaly,francia,1
ILLÉS Béla,A bizalmatlanság ára,német,1
JÓKAI Mór,A bizebán − Dekameron II.,cseh,2
JÓKAI Mór,A bizebán − Dekameron II.,német,2
JÓKAI Mór,A bizebán − Dekameron II.,román,1
VÉR Mátyás,A bizonyság (?),német,1
SZITNYAI Zoltán,A bizottság,angol,1
MÓRICZ Zsigmond,A boa,észt,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bocskorszíj,észt,1
MAGYAR NÉPKÖLTÉS − VERS,A bogádi utczán foly a víz − Erdélyi I. 447. vers,német,1
NAGY Lajos,A bogár,román,1
FÁY András,A bogarak,német,1
ADY Endre,A Bogh-birtok sorsa,horvát,1
SOMLYÓ György,A boglári hegyen (?),bolgár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bögös fia meg az ördögök,szlovén,1
JÓKAI Mór,A bojár leány,német,3
BAJZA József,A bojtár,héber,1
PETŐFI Sándor,A bokor a viharhoz,német,13
PETŐFI Sándor,A bokor a viharhoz,olasz,4
PETŐFI Sándor,A bokor a viharhoz,angol,2
PETŐFI Sándor,A bokor a viharhoz,eszperantó,2
PETŐFI Sándor,A bokor a viharhoz,örmény,2
PETŐFI Sándor,A bokor a viharhoz,orosz,2
PETŐFI Sándor,A bokor a viharhoz,francia,1
PETŐFI Sándor,A bokor a viharhoz,japán,1
PETŐFI Sándor,A bokor a viharhoz,kínai,1
PETŐFI Sándor,A bokor a viharhoz,román,1
JAKAB Ödön,A bokor és a szél (?),angol,2
MOLNÁR Ferenc,A bokorból lelőtt ember − Báro Március és egyéb elbeszélések,német,1
PETŐFI Sándor,"A bokrétát, melyet...",német,18
PETŐFI Sándor,"A bokrétát, melyet...",olasz,3
PETŐFI Sándor,"A bokrétát, melyet...",francia,2
PETŐFI Sándor,"A bokrétát, melyet...",angol,1
PETŐFI Sándor,"A bokrétát, melyet...",cseh,1
PETŐFI Sándor,"A bokrétát, melyet...",volapük,1
ADY Endre,A bölcsesség áldozása − Ki látott engem?,francia,2
ADY Endre,A bölcsesség áldozása − Ki látott engem?,német,2
ADY Endre,A bölcsesség áldozása − Ki látott engem?,olasz,2
ADY Endre,A bölcsesség áldozása − Ki látott engem?,angol,1
SZABÓNÉ NOGÁLL Janka,A bölcsesség foga,orosz,1
KIS János,A bölcsesség himnusza (Szívemnek legfelségesb bálványa),angol,1
PAP Károly,A bölcső,német,1
ENDRŐDY Sándor,A bölcsőnél (?),német,1
SZABÓ Lőrinc,A boldog,francia,1
VÖRÖSMARTY Mihály,A boldog,arab,1
MÓRICZ Zsigmond,A boldog ember,bolgár,3
MÓRICZ Zsigmond,A boldog ember,cseh,2
MÓRICZ Zsigmond,A boldog ember,francia,2
MÓRICZ Zsigmond,A boldog ember,német,2
MÓRICZ Zsigmond,A boldog ember,szlovák,2
MÓRICZ Zsigmond,A boldog ember,finn,1
MÓRICZ Zsigmond,A boldog ember,orosz,1
MÓRICZ Zsigmond,A boldog ember,román,1
KÖRMENDI Ferenc,A boldog emberöltő,olasz,2
KÖRMENDI Ferenc,A boldog emberöltő,angol,1
KÖRMENDI Ferenc,A boldog emberöltő,francia,1
KÖRMENDI Ferenc,A boldog emberöltő,lengyel,1
KÖRMENDI Ferenc,A boldog emberöltő,német,1
KÖRMENDI Ferenc,A boldog emberöltő,román,1
KÖRMENDI Ferenc,A boldog emberöltő,spanyol,1
KÖRMENDI Ferenc,A boldog emberöltő,svéd,1
ZILAHY Lajos,A boldog évszázad (?),spanyol,1
ADY Endre,A boldog négerek,angol,1
SZEMERE Pál,A boldog pár,német,2
SZEMERE Pál,A boldog pár,francia,1
SZEMERE Pál,A boldog pár (Egy titkos ah felém s egy elpirulat),angol,1
PETŐFI Sándor,A boldog pestiek,német,14
PETŐFI Sándor,A boldog pestiek,szerb,2
PETŐFI Sándor,A boldog pestiek,angol,1
PETŐFI Sándor,A boldog pestiek,észt,1
PETŐFI Sándor,A boldog pestiek,olasz,1
BETHLEN Margit,A boldog sziget,olasz,1
JÓKAI Mór,A boldog sziget,héber,1
CSOKONAI VITÉZ Mihály,A boldogság,francia,1
CSOKONAI VITÉZ Mihály,A boldogság,japán,1
SZENTMIKLÓSSY Alajos,A boldogság,német,1
CSOKONAI VITÉZ Mihály,A boldogság − Anakreoni dalok,eszperantó,1
CSOKONAI VITÉZ Mihály,A boldogság − Anakreoni dalok,svéd,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A boldogság forrása (?),német,1
ZILAHY Lajos,A boldogság furulyája (?),spanyol,1
TÓTH J.,A boldogságos Szűzhöz (?),német,1
BRÓDY Sándor,A bölény,francia,1
KOSZTOLÁNYI Dezső,A bolgár kalauz − Esti Kornél IX.,portugál,2
KOSZTOLÁNYI Dezső,A bolgár kalauz. (Esti Kornél IX. fej.),angol,1
KOSZTOLÁNYI Dezső,A bolgár kalauz. (Esti Kornél IX. fej.),francia,1
KOSZTOLÁNYI Dezső,A bolgár kalauz. (Esti Kornél IX. fej.),német,1
BALÁZS Béla,A bolha,szlovák,1
SZABÓ Dezső,A bolond kunyhó (?),német,1
ADY Endre,A bolond Saltélyi,cseh,1
ADY Endre,A bolond Salytélyi,horvát,1
BÁRSONY István,A bolond vadász,német,1
MOLDOVA György,A bolond Vilma,lengyel,1
MOLDOVA György,A bolond Vilma,német,1
ADY Endre,A bolondok,horvát,1
ADY Endre,A bolondok,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Benedek Elek,ukrán,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Kriza-Orbán: Székelyföldi gyűjtés,üzbég,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"A bolondos legény − Kriza, Orbán, Benedek: Székelyföldi",komi,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Kriza−Orbán−Benedek: Székelyföldi,orosz,2
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Kriza−Orbán−Benedek: Székelyföldi,bolgár,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Kriza−Orbán−Benedek: Székelyföldi,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bolondos legény − Kriza−Orbán−Benedek: Székelyföldi gyüjtés,fehérorosz,1
BARTA Lajos,A bolt,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A boltos három lánya − Benedek: Magyar Mese és Mondavilág,finn,1
ZALKA Máté,A bombavető,kazah,2
ZALKA Máté,A bombavető,észt,1
ZALKA Máté,A bombavető. − (Elbeszélés),orosz,6
GÁRDONYI Géza,A bor,olasz,3
GÁRDONYI Géza,A bor,francia,2
GÁRDONYI Géza,A bor,német,2
GÁRDONYI Géza,A bor,román,2
GÁRDONYI Géza,A bor,finn,1
GÁRDONYI Géza,A bor,lengyel,1
GÁRDONYI Géza,A bor,orosz,1
GÁRDONYI Géza,A bor,spanyol,1
GÁRDONYI Géza,A bor,svéd,1
FÁY András,A borbély,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A borbély és a szegény ember,román,1
NÉMETH László,A borbély és a szegény ember − Ősz 7. Csudatáska 1.135,román,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A borbély és a szegényember − Ősz: Csudatáska 14. sz. 103. l.,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A borbély és a szegényember − Ősz: Csudatáska 4. sz. 103. l.,német,1
PETŐFI Sándor,A borhoz,német,9
PETŐFI Sándor,A borhoz,angol,1
PETŐFI Sándor,A borhoz,bolgár,1
PETŐFI Sándor,A borhoz,francia,1
PETŐFI Sándor,A borhoz,olasz,1
PETŐFI Sándor,A borhoz,szlovák,1
FÁY András,A borjú,német,1
FÁY András,A borjú és mészáros,német,1
MIKSZÁTH Kálmán,A Borothi kastély (?),olasz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A borotván tanuló királykisasszony,észt,1
PETŐFI Sándor,A borozó,német,17
PETŐFI Sándor,A borozó,francia,4
PETŐFI Sándor,A borozó,olasz,4
PETŐFI Sándor,A borozó,angol,2
PETŐFI Sándor,A borozó,bolgár,2
PETŐFI Sándor,A borozó,cseh,2
PETŐFI Sándor,A borozó,lengyel,2
PETŐFI Sándor,A borozó,héber,1
PETŐFI Sándor,A borozó,kínai,1
PETŐFI Sándor,A borozó,orosz,1
PETŐFI Sándor,A borozó,szerb,1
PETŐFI Sándor,A borozó,szlovák,1
PETŐFI Sándor,A borozó,török,1
SZABOLCSKA Mihály,A borszéki országúton,német,1
KOMJÁTHY Jenő,A börtönből,román,1
KAZINCZY Ferenc,A borz és az evet,német,2
KAZINCZY Ferenc,A borz és az evet,angol,1
ZALKA Miklós,A bőrzekés ember,orosz,1
BALÁZS Béla,A bosszú dala. elb.,orosz,1
JÓKAI Mór,A bosszúállás angyala (?),cseh,1
KARINTHY Frigyes,A bosszús tudomány,angol,1
CSUKA Zoltán,A Boszna forrásánál,horvát,1
MÓRA Ferenc,A botfai székelyek,ukrán,1
SZÉP Ernő,A boulevard,német,1
ILLYÉS Gyula,A Boulevard Bourdon-on,cseh,1
ILLYÉS Gyula,A Boulevard Bourdon-on,francia,1
ILLYÉS Gyula,A Boulevard Bourdon-on,lengyel,1
FÁY András,A bozdafa és ibolya,német,1
ADY Endre,A bozót leánya − A magunk szerelme,angol,1
MIKSZÁTH Kálmán,A brezói ludak − Pipacsok a búzában,szlovák,2
MIKSZÁTH Kálmán,A brezói ludak − Pipacsok a búzában,finn,1
MIKSZÁTH Kálmán,A brezói ludak − Pipacsok a búzában,szerb,1
FÖLDES Pál,A brianszki partizánok között (?),orosz,1
MADÁR Erzsébet,A bronz kapudíszek (?),olasz,1
GÁBOR Andor,A búcsú (?),orosz,1
JUHÁSZ Gyula,A búcsúzás szonettje,olasz,1
KÖRMENDI Ferenc,A budapesti kaland,olasz,14
KÖRMENDI Ferenc,A budapesti kaland,francia,3
KÖRMENDI Ferenc,A budapesti kaland,német,3
KÖRMENDI Ferenc,A budapesti kaland,holland,1
KÖRMENDI Ferenc,A budapesti kaland,lengyel,1
KÖRMENDI Ferenc,A budapesti kaland,román,1
KÖRMENDI Ferenc,A budapesti kaland,spanyol,1
FÁY András,A büdösbanka,német,1
ORCZY Lőrinc,A bugaci csárda,angol,1
ORCZY Lőrinc,A bugaci csárda,német,1
ORCZY Lőrinc,A bugaci csárdának tiszteletére,lengyel,1
ORCZY Lőrinc,A bugaczi csárda,német,3
ORCZY Lőrinc,A bugaczi csárda,francia,1
ZALKA Máté,A Bugyonnij-hadsereg lovasa,orosz,2
MAGYAR NÉPKÖLTÉS − PRÓZA,A bugyuta ember,észt,1
ARANY János,A bujdosó,német,1
MAGYAR NÉPKÖLTÉS − VERS,A bujdosó,román,1
PETŐFI Sándor,A bujdosó,angol,1
PETŐFI Sándor,A bujdosó,bolgár,1
PETŐFI Sándor,A bujdosó,német,1
RADNÓTI Miklós,A bujdosó,angol,1
RADNÓTI Miklós,A bujdosó,francia,1
RADNÓTI Miklós,A bujdosó,héber,1
RADNÓTI Miklós,A bujdosó,lett,1
RADNÓTI Miklós,A bujdosó,német,1
RADNÓTI Miklós,A bújdosó,angol,2
RADNÓTI Miklós,A bújdosó,olasz,1
RADNÓTI Miklós,A bújdosó,orosz,1
RADNÓTI Miklós,A bujdosó − Tajtékos ég,cseh,1
RADNÓTI Miklós,A Bujdosó − Tajtékos ég,angol,1
TÁBORI Pál (?),A bujdosó dala (?),angol,2
MAGYAR NÉPKÖLTÉS − VERS,A bujdosó kuruc (?),orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bujdosó macska − ?,török,1
SIVIRSKY Antal,A bujdosó napja (?),holland,1
JÓKAI Mór,A bújdosó naplója,finn,1
JÓKAI Mór,A bújdosó naplója,svéd,1
MAGYAR NÉPKÖLTÉS − VERS,A bujdosó Rákóczi (?) − Kardos 86. lap,finn,1
RÁKOSI Viktor,A bujtogatók,finn,1
MAGYAR NÉPKÖLTÉS − VERS,A bükkösi nagy hídnál − Ethn. Mitt. 1896. 10. füzet V. kötet,német,1
KARINTHY Frigyes,A bukott ember − Tanár úr kérem,szlovák,1
KARINTHY Frigyes,A bukott férfi − Tanár úr kérem,román,1
JÓZSEF Attila,A bűn,angol,1
JÓZSEF Attila,A bűn,dán,1
JÓZSEF Attila,A bűn,francia,1
JÓZSEF Attila,A bűn,szlovák,1
JÓZSEF Attila,A bűn − Nagyon fáj,francia,2
JÓZSEF Attila,A bűn − Nagyon fáj,román,2
JÓZSEF Attila,A bűn − Nagyon fáj,cseh,1
JÓZSEF Attila,A bűn − Nagyon fáj,szlovák,1
HIDAS Antal,"A bűnné vált erény 1, 2, 3",orosz,1
ADY Endre,A bűnök kertjében − A halottak élén,román,2
ADY Endre,A bűnök kertjében − A halottak élén,finn,1
HERCZEG Ferenc,A bűnös felesége (?),olasz,1
KAZINCZY Ferenc,A bűnösök,német,1
JÓKAI Mór,A bűntárs,német,1
VÖRÖSMARTY Mihály,A bús legény,orosz,1
ILLÉS Béla,A búsképű lovag,orosz,1
SZABÓ István,A buszmegállónál,német,1
SZABÓ István,A buszmegállónál,orosz,1
SZABÓ István,A buszmegállónál,spanyol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A buták versenye,angol,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A buták versenye,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A buták versenye,szlovén,1
MÁRAI Sándor,A búvár,angol,1
ROZVÁNYI Vilmos,A búvár (?),francia,1
VÖRÖSMARTY Mihály,A búvár Kund,német,4
GÁRDONYI Géza,A bűvész (?),lengyel,1
MOLNÁR Ferenc,A bűvész és a cselédlány,olasz,1
KARINTHY Frigyes,A bűvös karosszék,szlovák,1
KARINTHY Frigyes,A bűvös karosszék és más jelenetek,kínai,1
KARINTHY Frigyes,A bűvös karosszék és más jelenetek,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bűvös kő (?) − ?,angol,1
BALÁZS Béla,A bűvös kör,szlovák,1
KARINTHY Frigyes,A bűvös szék,német,1
KARINTHY Frigyes,A bűvös szék,spanyol,1
JÓKAI Mór,A caldaria − Dekameron II.,cseh,3
JÓKAI Mór,A caldaria − Dekameron II.,német,2
BABITS Mihály,A Campagna éneke,olasz,1
JÓKAI Mór,A cár albuma − Van még új a nap alatt,szlovák,1
ADY Endre,A cár és a barátja − Próza,eszperantó,1
ADY Endre,A cár halai,angol,1
MAJTÉNYI Mihály,A cár hamuja (?),szerb,1
ZALKA Máté,A cárért − (Elbeszélés),orosz,1
JÓKAI Mór,A cárnő,cseh,1
TERSÁNSZKY JÓZSI Jenő,A céda és a szűz,angol,1
JUHÁSZ Gyula,A ceglédi parkban,orosz,1
JUHÁSZ Gyula,A ceglédi parkban,román,1
WEÖRES Sándor,A célról,román,1
REMÉNYIK Sándor,A cenzor beszél (?),svéd,1
TAKÁCS Imre,A chrisanthème,francia,1
MÓRICZ Zsigmond,A cica meg a macska,ido,1
FÜST Milán,A cicisbeo,német,2
MAGYAR NÉPKÖLTÉS − PRÓZA,"A cigány a háborúban − Corvina kiadó kis naptára 1870.-ik közönséges évre Pest, 1869. 83. lapon",francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"A cigány a háborúban − Corvina kiadó kis naptára 1870.-ik közönséges évre Pest, 1869. 83. lapon",holland,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A cigány az égben és pokolban − Arany−Gyulai MNGY. I. 3. sz. 383. l.,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A cigány az égben és pokolban − MNGY. I. 383. l.,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A cigány és az ördög − Kézirat,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A cigány imája − ?,holland,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A cigány meg a fia − Szabó István − Szolnok,lengyel,1
ADY Endre,A cigány vonójával − Ki látott engem?,román,1
ADY Endre,A cigány vonójával − Ki látott engem?,szlovák,1
JÓKAI Mór,A cigánybáró,cseh,4
JÓKAI Mór,A cigánybáró,lengyel,3
JÓKAI Mór,A cigánybáró,német,3
JÓKAI Mór,A cigánybáró,észt,1
JÓKAI Mór,A cigánybáró,szlovák,1
VÁCI Mihály,A cigánylány,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,A cigánylány (?) − ?,román,1
SZALAI László,A cigányok,francia,1
KISS József,A cigányvajda elégiája,német,1
HERCZEG Ferenc,A cigányzene − Újabb elbeszélések,francia,1
