szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
RAVASZ László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAYMAN Katalin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÉDEY Pál,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REICHARD Piroska,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REISEN Ábrahám,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REJTŐ Jenő,16,https://www.wikidata.org/wiki/Q128714,NA,NA,férfi,1905-03-29,Budapest,19.040833333,47.498333333,1943-01-01,Jevdakovo,39.385277777,50.750833333,54974682,120272989
REMÉNYI Béla,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REMÉNYI József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REMÉNYIK Sándor,50,https://www.wikidata.org/wiki/Q683301,NA,NA,férfi,1890-08-30,Kolozsvár,23.559444444,46.78,1941-10-24,Kolozsvár,23.559444444,46.78,47630581,121927180
REMENYIK Zsigmond,2,https://www.wikidata.org/wiki/Q1248272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÉTHI E. L.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÉVAI Miklós,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÉVAY József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÉVÉSZ Béla,12,https://www.wikidata.org/wiki/Q387245,NA,NA,férfi,1876-02-17,Esztergom,18.740277777,47.785555555,1944-01-01,Auschwitzi koncentrációs tábor,19.2041,50.0262,2841105,1018924078
RÉVÉSZ Endre (András),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
REVICZKY Gyula,86,https://www.wikidata.org/wiki/Q1248646,NA,NA,férfi,1855-04-09,Nyitrakozma,18.105,48.58138889,1889-07-11,Budapest,19.040833333,47.498333333,61961883,1027880401
RÉZ Margit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RICKERT Ernő,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIDEG Sándor,12,https://www.wikidata.org/wiki/Q576948,NA,NA,férfi,1903-02-12,Törtel,19.933333,47.116667,1966-02-08,Budapest,19.040833333,47.498333333,1699111,NA
RIMAY János,15,https://www.wikidata.org/wiki/Q732036,NA,NA,férfi,1570-01-01,Alsósztregova,19.48833333,48.25027778,1631-12-09,Divény,19.532777777,48.450555555,10144941,NA
RINAGL Lipót,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RISKO Ignác,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RITOÓK Emma,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROLLA Margit,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROMÁN György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÓNA Imre,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÓNASZEGI Miklós,1,https://www.wikidata.org/wiki/Q284285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÓNAY György,57,https://www.wikidata.org/wiki/Q1253528,NA,NA,férfi,1913-10-08,Budapest,19.040833333,47.498333333,1978-04-08,Budapest,19.040833333,47.498333333,32119672,118946293
RÓNAY István,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROSNER Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROZMAN József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RÓZSA Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROZVÁNYI Vilmos,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUBLETZKY Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUDNAI Gábor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUDNYÁNSZKY Gyula,16,https://www.wikidata.org/wiki/Q1251562,NA,NA,férfi,1858-05-01,Özdöge,18.2375,48.133333,1913-12-08,Budapest,19.040833333,47.498333333,3656739,133233634
RUDNYÁNSZKY János,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUSZKABÁNYAI Elemér,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUSZNYÁK Emmi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUTTKAY Emil,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUTTKAY MIKLIÁN Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S. A.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁGHY Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁGI Márta,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAJÓ Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAJÓ Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAL Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALAMON Ernő,57,https://www.wikidata.org/wiki/Q12347185,NA,NA,férfi,1912-05-15,Gyergyószentmiklós,25.59,46.72,1943-02-27,NA,NA,NA,63151159,NA
SALAMON László,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SALAMON Pál,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALVINI, Luigi",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAMARJAI Károly,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁNDOR András,3,https://www.wikidata.org/wiki/Q768701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁNDOR Judit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁNDOR Kálmán,18,https://www.wikidata.org/wiki/Q587429,NA,NA,férfi,1903-01-14,Újpest,19.083333,47.566667,1962-12-24,Budapest,19.040833333,47.498333333,75290992,NA
SÁNTA Ferenc,50,https://www.wikidata.org/wiki/Q720395,NA,NA,férfi,1927-09-04,Brassó,25.6,45.65,2008-06-06,Budapest,19.040833333,47.498333333,24728644,NA
SÁRÁNDY István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SARKADI Imre,50,https://www.wikidata.org/wiki/Q459901,NA,NA,férfi,1921-08-13,Debrecen,21.639166666,47.53,1961-04-12,Budapest,19.040833333,47.498333333,61673366,11950541X
SÁRKÁNY András,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁRKÖZI György,23,https://www.wikidata.org/wiki/Q969178,NA,NA,férfi,1899-01-22,Budapest,19.040833333,47.498333333,1945-03-08,Balf,16.6655,47.65,73934864,NA
SÁROSI Gyula,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAS Ede,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÁSDI Sándor,7,https://www.wikidata.org/wiki/Q12816427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCHMIDT Béla,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCHÖPFLIN Aladár,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCHRŐTER Károly,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCHUMACHER Sándor (Alex),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCHWIMMER Rózsika,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEBEN István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEBESTYÉN György,5,https://www.wikidata.org/wiki/Q2709264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEBŐK Éva,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEBŐK Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SERÉDY Kató,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÉRTŐ Kálmán,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIGRAY Fülöp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIK Endre,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÍK Sándor,19,https://www.wikidata.org/wiki/Q661630,NA,NA,férfi,1889-01-20,Budapest,19.040833333,47.498333333,1963-09-28,Budapest,19.040833333,47.498333333,71471453,119472856
SIMÁN Erzsébet,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMÁNDY Pál,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMON Endre,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMON Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMON István,121,https://www.wikidata.org/wiki/Q266463,NA,NA,férfi,1926-09-16,Bazsi,17.246880555,46.932588888,1975-07-07,Budapest,19.040833333,47.498333333,69801895,122118561
SIMON Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMON Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMONFFY András,6,https://www.wikidata.org/wiki/Q1288724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMONYI Imre,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMOR András,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIMOR Miklós,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINKA István,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SINKÓ Ervin,2,https://www.wikidata.org/wiki/Q832642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPKAY Barna,4,https://www.wikidata.org/wiki/Q16522759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPOS Domokos,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPOS Gyula,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPOS Iván,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPOS V. Ida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIROLA Francesco,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIROLA Gino,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIVIRSKY Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOBOR Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLTÉSZ Gáspár,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLYMOS Bea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLYMOSI Elek,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOLYMOSSY Sándor,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÓLYOM Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÓLYOM László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMLÓ Károly (Karl),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMLÓ Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMLÓ Sári,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMLYÓ György,145,https://www.wikidata.org/wiki/Q963404,NA,NA,férfi,1920-11-28,Balatonboglár,17.666666666,46.766666666,2006-05-08,Budapest,19.040833333,47.498333333,21445,NA
SOMLYÓ Zoltán,31,https://www.wikidata.org/wiki/Q569921,NA,NA,férfi,1882-06-22,Alsódomboru,16.81,46.31,1937-01-07,Budapest XI. kerülete,19.04,47.475,30912602,NA
SOMOGYI Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMOGYI Ignác,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMOGYI Pál,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMOGYI TÓTH Sándor,13,https://www.wikidata.org/wiki/Q13218432,NA,NA,férfi,1923-06-15,Kaposvár,17.783333333,46.366666666,2000-11-06,Budapest,19.040833333,47.498333333,13748706,NA
SOMOGYI Vilmos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMOGYVÁRI Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMOSSY József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOMYLÓ György,11,NA,NA,"RESOLVE
elütésen alapuló entry
összevonni a Somlyó György sorral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOÓS Zoltán,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÓS György,10,https://www.wikidata.org/wiki/Q1315366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SŐTÉR István,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPIRITINI Massimo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRÉTER Kálmán,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STEINACKER Gusztáv (Treumund G.),3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STEINBACH Josef dr.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stella Adorján,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STELLA Adorján,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stenborg, Hans-Eric",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STETKA Éva,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STRÉM István,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUJÁNSZKY Antal,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SÜKEI Károly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SULYOK G.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SULYOK Vince,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SURÁNYI Miklós,18,https://www.wikidata.org/wiki/Q962624,NA,NA,férfi,1882-02-16,Mindszentgodisa,18.07046,46.22896,1936-06-23,Budapest,19.040833333,47.498333333,44663835,1055110976
SÜTŐ András,11,https://www.wikidata.org/wiki/Q516149,NA,NA,férfi,1927-06-17,Pusztakamarás község,24.107474,46.797565,2006-09-30,Budapest,19.040833333,47.498333333,71406347,119349205
SÜTŐ István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ. SIMON Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZ. SÓLYMOS Bea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABADI László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABADOS János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÉDI László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ András,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Béla,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Dávid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Dezső,26,https://www.wikidata.org/wiki/Q920991,NA,NA,férfi,1879-06-10,Kolozsvár,23.559444444,46.78,1945-01-05,Budapest,19.040833333,47.498333333,37040595,119041669
SZABÓ Endre,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ György,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Gyula,4,https://www.wikidata.org/wiki/Q1293508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ István,25,https://www.wikidata.org/wiki/Q1293586,NA,NA,férfi,1931-03-07,Cserszegtomaj,17.214938888,46.792788888,1976-03-16,Budapest,19.040833333,47.498333333,25486612,122504550
SZABÓ József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Judit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ László,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Lőrinc,214,https://www.wikidata.org/wiki/Q561656,NA,NA,férfi,1900-03-31,Miskolc,20.783333333,48.1,1957-10-03,Budapest,19.040833333,47.498333333,24642813,119048930
SZABÓ Magda,139,https://www.wikidata.org/wiki/Q231948,NA,NA,nő,1917-10-05,Debrecen,21.639166666,47.53,2007-11-19,Kerepes,19.276293,47.566341,108679660,122066286
SZABÓ Mária,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Miklós,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Pál,57,https://www.wikidata.org/wiki/Q1293741,NA,NA,férfi,1893-04-05,Biharugra,21.59766,46.9693,1970-10-31,Budapest,19.040833333,47.498333333,23219861,129483990
SZABÓ Sándor,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABÓ Tamás,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABOLCSI Lajos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZABOLCSKA Mihály,68,https://www.wikidata.org/wiki/Q266048,NA,NA,férfi,1861-09-30,Tiszakürt,20.116666666,46.883333333,1930-10-31,Temesvár,21.23,45.759722222,121450189,1049702174
SZABÓNÉ NOGÁLL Janka,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZAKÁL Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZAKÁL Lajos,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZAKONYI Károly,45,https://www.wikidata.org/wiki/Q1294062,NA,NA,NA,1931-10-26,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
SZALAI János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAI László,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAI Lenke,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALATNAI Rezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAY Fruzsina,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAY Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAY Mátyás,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALAY Mihály,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALÉ Júlia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALKAI Mátyás,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZALLER György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZAMOS Rudolf,5,https://www.wikidata.org/wiki/Q1294498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZAMOSKÖZI István,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁNTHÓ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁNTHÓ Dénes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁNTÓ Erika,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁNTÓ György,11,https://www.wikidata.org/wiki/Q1301356,NA,NA,férfi,1893-06-07,Vágújhely,17.833333333,48.783333333,1961-09-11,Budapest,19.040833333,47.498333333,59447714,1055110968
SZÁNTÓ Rezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZARKA Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZARVAS Mariska,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Béla,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Elza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Gerő,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Imre,3,https://www.wikidata.org/wiki/Q51699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Károly,56,https://www.wikidata.org/wiki/Q263430,NA,"sajnos a fia és az unokája is: https://www.wikidata.org/wiki/Q1023873  illetve: https://hu.wikipedia.org/wiki/Sz%C3%A1sz_K%C3%A1roly_(egy%C3%A9rtelm%C5%B1s%C3%ADt%C5%91_lap) Szász Károly (1905–1980) könyvtáros, költő",férfi,1829-06-15,Nagyenyed,23.716666666,46.310277777,1905-10-15,Budapest,19.040833333,47.498333333,29928,117679518
SZÁSZ Menyhért,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁSZ Piroska,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZATHMÁRI Sándor,2,https://www.wikidata.org/wiki/Q13017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZATHMÁRY Zoltán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZATMÁRY Pál,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁVA István,6,https://www.wikidata.org/wiki/Q24262481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁVAY Gyula,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÁVAY Zoltán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEBENYI Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEBERÉNYI Lehel,9,https://www.wikidata.org/wiki/Q16522906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉCHENYI István,6,https://www.wikidata.org/wiki/Q279397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉCHY Károly,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉCSEN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉCSI Margit,38,https://www.wikidata.org/wiki/Q1301998,NA,NA,nő,1928-05-28,Budapest,19.040833333,47.498333333,1990-11-23,Budapest,19.040833333,47.498333333,25943268,NA
SZÉCSKAY György,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEDERJEI Ákos,11,NA,1960-1969,"NA
1960-as években él és aktiv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEDERJEI Magda,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZEDERKÉNYI Anna,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKÁCS József,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY János,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY János (Peny John),2,https://www.wikidata.org/wiki/Q216143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY József,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY Júlia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY László,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SZÉKELY Magda,19,https://www.wikidata.org/wiki/Q939922,NA,NA,nő,1936-07-28,Budapest,19.040833333,47.498333333,2007-04-30,Budapest,19.040833333,47.498333333,84131419,111308631
SZÉKELY Mózes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
