szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
BÚS FEKETE László,9,https://www.wikidata.org/wiki/Q28359152,NA,NA,férfi,1896-01-29,Kecskemét,19.6917,46.9074,1971-06-07,Los Angeles,-118.24368,34.05223,22348095,10874633X
BÜTTNER Júlia,1,NA,1848-1925,RESOLVE G. Büttner Júlia -- ellenőrizni nincs-e úgy is,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUZÁS Andor,1,https://www.wikidata.org/wiki/Q855400,NA,NA,férfi,1938-03-20,Kővágószőlős,18.123880555,46.081261111,2005-07-09,Budapest,19.040833333,47.498333333,121436893,NA
"CANNINI, Marco Antonio",2,NA,NA,RESOLVE nem szerző,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOLNOKY Géza,2,NA,NA,"RESOLVE téves adat, C G nevű szerzőnek nincs nyoma, és a hivatkozott tételek egyike biztosan rossz. Törlendő mindkettő?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOLNOKY László,2,https://www.wikidata.org/wiki/Q861016,NA,NA,férfi,1879-06-11,Veszprém,17.916666666,47.1,1929-04-21,Budapest,19.040833333,47.498333333,35255524,NA
CHOLNOKY Viktor,4,https://www.wikidata.org/wiki/Q861021,NA,NA,férfi,1868-12-23,Veszprém,17.916666666,47.1,1912-06-05,Budapest,19.040833333,47.498333333,3367709,NA
CS. SZABÓ László,12,https://www.wikidata.org/wiki/Q260910,NA,NA,férfi,1905-11-11,Budapest,19.040833333,47.498333333,1984-09-27,Budapest,19.040833333,47.498333333,68939438,12301106X
CSÁK Gyula,1,https://www.wikidata.org/wiki/Q875026,NA,NA,NA,1930-01-12,Nyíregyháza,NA,NA,NA,NA,NA,NA,NA,NA
CSÁKTORNYAI Lajos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSANÁDI Imre,35,https://www.wikidata.org/wiki/Q870578,NA,NA,férfi,1920-01-10,Zámoly,18.407630555,47.3177,1991-02-23,Budapest,19.040833333,47.498333333,2879115,1172676984
CSANÁDI János,1,https://www.wikidata.org/wiki/Q870610,NA,CsanádY,NA,1932-05-26,Lajoskomárom,NA,NA,2021-11-17,Budapest,NA,NA,NA,NA
CSÁNYI,1,NA,1928-1932,PUBLDATA RESOLVE Csányi Sándor. dátumok mokka kiadási dátumok magyar könyvek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSAPÓ György,2,NA,1920-1989,mokka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSÁSZÁR Elemér,1,NA,NA,RESOLVE nem szépirodalom -- törlendő,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSÁSZÁR Ferenc,5,https://www.wikidata.org/wiki/Q875457,NA,NA,férfi,1807-01-01,Zalaegerszeg,16.851111111,46.839166666,1858-08-17,Kerepes,19.276293,47.566341,103481825,1023146010
CSÁSZÁR István,2,https://www.wikidata.org/wiki/Q875459,NA,NA,férfi,1936-06-23,Budapest IV. kerülete,19.083333333,47.566666666,1998-03-26,Budapest,19.040833333,47.498333333,43225557,NA
CSÁTH Géza,10,https://www.wikidata.org/wiki/Q469956,NA,NA,férfi,1887-02-13,Szabadka,19.67,46.098333333,1919-09-11,Szabadka,19.67,46.098333333,7525242,118996711
CSATHÓ Kálmán,33,https://www.wikidata.org/wiki/Q535470,NA,NA,férfi,1881-10-13,Budapest,19.040833333,47.498333333,1964-02-14,Budapest,19.040833333,47.498333333,30709855,132832631
CSÁTI Demeter,4,https://www.wikidata.org/wiki/Q875535,NA,NA,férfi,1500-01-01,NA,NA,NA,1600-01-01,NA,NA,NA,NA,NA
CSENGERY Gusztáv,3,NA,NA,RESOLVE Csengery HELYETT Csengey. összevonni Csengey Gusztávval.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSENGEY Gusztáv,1,https://www.wikidata.org/wiki/Q871638,NA,NA,férfi,1842-08-08,Komárom,18.128333333,47.763333333,1925-07-13,NA,NA,NA,26084955,NA
CSEPELI SZABÓ Béla,1,https://www.wikidata.org/wiki/Q871730,NA,NA,férfi,1924-05-14,Csepel,19.083333,47.416667,2013-03-21,NA,NA,NA,25894271,NA
CSEPREGHY Ferenc,3,https://www.wikidata.org/wiki/Q871762,NA,NA,férfi,1842-08-15,Ipolyszalka,18.755555555,47.887777777,1880-02-06,Q1015000,16.22938,50.68547,43535835,NA
CSERES Tibor,13,https://www.wikidata.org/wiki/Q871873,NA,NA,férfi,1915-04-01,Gyergyóremete,25.450284,46.793532,1993-05-23,Budapest,19.040833333,47.498333333,4943972,NA
CSERHALMI Imre,1,https://www.wikidata.org/wiki/Q12813964,NA,NA,NA,1934-06-21,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
CSERMELY Gyula,2,https://www.wikidata.org/wiki/Q872184,NA,NA,férfi,1866-06-05,Dunaszerdahely,17.614722222,47.996111111,1939-08-23,Budapest I. kerülete,19.0354,47.5026,34184463,NA
CSERMELYI Sándor,1,NA,1834-1880,"PUBLDATA ALIVE szinnyeiből, 1880 utolsó dátum, nem halál. https://mek.oszk.hu/03600/03630/html/c/c03192.htm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSERNAI Zoltán,3,https://www.wikidata.org/wiki/Q872252,NA,NA,férfi,1925-01-21,Békéscsaba,21.083333333,46.683333333,2005-11-26,Budapest,19.040833333,47.498333333,121365604,NA
CSETÉNYI Erzsi,1,NA,1917-1930,"magyarra fordit, dátumok ebből",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSIGHY Sándor,1,NA,1956,NA PUBLDATA ALIVE logikusan...,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSIKI László,3,https://www.wikidata.org/wiki/Q872908,NA,NA,férfi,1944-10-05,Sepsiszentgyörgy,25.7875,45.863611111,2008-10-02,Budapest,19.040833333,47.498333333,103652193,140209077
CSIKY Gergely,35,https://www.wikidata.org/wiki/Q166952,NA,NA,férfi,1842-12-08,Pankota,21.686944444,46.3225,1891-11-19,Budapest,19.040833333,47.498333333,54198282,143929704
CSILLIK Gábor,1,NA,1944,PUBLDATA ALIVE wikipedia szövegben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSIZMADIA Sándor,9,https://www.wikidata.org/wiki/Q522182,NA,NA,férfi,1871-03-10,Székkutas,20.533333333,46.5,1929-03-03,Mátyásföld,19.2279339,47.5133046,121363612,NA
CSOHÁNY Gabriella,1,https://www.wikidata.org/wiki/Q24288126,NA,NA,nő,1919-05-19,NA,NA,NA,1972-09-22,Budapest,19.040833333,47.498333333,121363620,NA
CSOKITS János,2,https://www.wikidata.org/wiki/Q16518707,NA,NA,férfi,1928-06-30,Budapest,19.040833333,47.498333333,2011-08-04,NA,NA,NA,70571527,NA
CSOKONAI VITÉZ Mihály,138,https://www.wikidata.org/wiki/Q713545,NA,NA,férfi,1773-11-17,Debrecen,21.639166666,47.53,1805-01-28,Debrecen,21.639166666,47.53,64044730,118670662
CSOKOR Ferenc,1,NA,NA,"RESOLVE nem magyar szerző, Franz Theodor Csokor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSONTOS Gábor,1,NA,1921-,"mokka de 1927- is lehetséges, másik Csontos Gábor iró",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOÓRI Sándor,113,https://www.wikidata.org/wiki/Q874588,NA,NA,férfi,1930-02-03,Zámoly,18.407630555,47.3177,2016-09-12,Budapest,19.040833333,47.498333333,99687083,118981730
CSORBA Győző,22,https://www.wikidata.org/wiki/Q598663,NA,NA,férfi,1916-11-21,Pécs,18.233055555,46.070833333,1995-09-13,Pécs,18.233055555,46.070833333,32404239,119527278
CSÖRSZ István,1,https://www.wikidata.org/wiki/Q876368,NA,NA,férfi,1942-05-21,Baja,18.953611111,46.183333333,2018-02-15,Vác,19.131111111,47.775277777,90603439,1114683523
CSUKA Edit,1,NA,1962-1967,PUBLDATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSUKA Zoltán,63,https://www.wikidata.org/wiki/Q874660,NA,NA,férfi,1901-09-22,Zichyfalva,21.121666666,45.226944444,1984-03-23,Érd,18.916666666,47.383333333,6319297,NA
CSUKÁS István,4,https://www.wikidata.org/wiki/Q874748,NA,NA,férfi,1936-04-02,Kisújszállás,20.766666666,47.216666666,2020-02-24,Budapest,19.040833333,47.498333333,59500153,NA
CSURKA István,30,https://www.wikidata.org/wiki/Q721791,NA,NA,férfi,1934-03-27,Budapest,19.040833333,47.498333333,2012-02-04,Budapest,19.040833333,47.498333333,93333975,103294481
CUENDET Alice,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZANYUGA Jozsef,1,NA,1816-1894,https://www.arcanum.hu/hu/online-kiadvanyok/Lexikonok-magyar-eletrajzi-lexikon-7428D/c-cs-74E9A/czanyuga-jozsef-75062/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZIFFRA Géza,2,https://www.wikidata.org/wiki/Q260763,NA,"RESOLVE ezeket nem magyarul irta, Németországban németül irt vigjátékokat -- törlendő",férfi,1900-12-19,Arad,21.316666666,46.166666666,1989-04-28,Dießen am Ammersee,11.1,47.95,95176509,118523198
CZIGÁNY György,7,https://www.wikidata.org/wiki/Q900002,NA,NA,NA,1931-08-12,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
CZINKE Ferencz,1,https://www.wikidata.org/wiki/Q900044,NA,NA,férfi,1761-09-02,NA,NA,NA,1835-07-13,Buda,19.05,47.466666666,NA,NA
CZIRÁKY Imre,1,NA,1899-1973,mokka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZÓBEL Minka,27,https://www.wikidata.org/wiki/Q900169,NA,NA,nő,1855-06-08,Anarcs,22.116666666,48.183333333,1947-01-17,Anarcs,22.116666666,48.183333333,1344243,NA
CZOBOR Cornélia,1,NA,1858-1863,PUBLDATA Szinnyei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZUCZOR Gergely,45,https://www.wikidata.org/wiki/Q832703,NA,NA,férfi,1800-12-17,Andód,18.116666666,48,1866-09-09,Pest,19.1,47.5,79051505,136097782
DALHY János,1,NA,NA,"RESOLVE spanyol szerzőnek néz ki, worldcat-ban öt spanyol könyv. Nálunk listázott portugál forditás feltehetőleg spanyolból. Nem János hanem Jano Dalhy. Törölni?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DALLOS Sándor,10,https://www.wikidata.org/wiki/Q250073,NA,NA,férfi,1901-10-31,Pannonhalma,17.748333333,47.548611111,1964-03-10,Budapest,19.040833333,47.498333333,33410588,NA
DALMADY Győző,7,https://www.wikidata.org/wiki/Q390443,NA,NA,férfi,1836-02-11,Kolta,18.416667,48.016667,1916-06-30,Budapest,19.040833333,47.498333333,306153996,NA
DÁN György,1,NA,1907-1964,mokka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DÁN Leo (D'Amant),1,https://www.wikidata.org/wiki/Q105086613,NA,NA,férfi,1870-11-23,Pest,19.1,47.5,1944-01-01,NA,NA,NA,NA,NA
DÁNÉR Lajos,1,https://www.wikidata.org/wiki/Q912570,NA,NA,férfi,1911-03-07,Brassó,25.6,45.65,1964-03-05,Svájc,8.231973,46.798562,306153973,NA
DARÁZS Endre,2,https://www.wikidata.org/wiki/Q902351,NA,NA,férfi,1926-02-15,Budapest,19.040833333,47.498333333,1971-06-29,Budapest,19.040833333,47.498333333,28740700,NA
DARMAY Viktor,2,https://www.wikidata.org/wiki/Q902150,NA,NA,férfi,1850-12-02,Őrdarma,22.23269,48.60403,1878-03-28,Kozma,21.57,48.58277778,3743789,NA
DARVAS József,43,https://www.wikidata.org/wiki/Q902285,NA,NA,férfi,1912-02-10,Orosháza,20.642777777,46.567777777,1973-12-03,Budapest,19.040833333,47.498333333,22595827,119172925
DARVAS Szilárd,6,https://www.wikidata.org/wiki/Q902288,NA,NA,férfi,1909-11-30,Budapest,19.040833333,47.498333333,1961-03-09,Budapest,19.040833333,47.498333333,1548110,NA
DAYKA Gábor,8,https://www.wikidata.org/wiki/Q715001,NA,NA,férfi,1768-05-08,Miskolc,20.783333333,48.1,1796-10-20,Ungvár,22.295,48.623888888,71324969,139782354
DEÁK Ferenc,1,https://www.wikidata.org/wiki/Q16114896,NA,NA,férfi,1938-01-01,Magyarittabé,20.694444444,45.559444444,2011-10-23,Szabadka,19.67,46.098333333,72856462,NA
DEÁK Mihály (Moldovából),1,NA,1669-1679,"RESOLVE ez valószinűleg egy vezetéknév nélküli Mihály deák lesz, annak az éneke lett leforditva románra? Ilyen embert Szinnyei egyet tud, az alapján PUBLDATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEBRECZENI József,30,https://www.wikidata.org/wiki/Q124173177,1905–1978,"nincs wiki se data se pedia, csak a wikipedian listazva mint letrehozando oldal. Debreczeni József (1905–1978) író, újságíró, műfordító, költő",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEGRÉ Alajos,5,https://www.wikidata.org/wiki/Q903380,NA,NA,férfi,1819-01-06,Lippa,21.691388888,46.089444444,1896-11-01,Budapest,19.040833333,47.498333333,25034532,104331275
DÉKÁNY András,11,https://www.wikidata.org/wiki/Q912786,NA,NA,férfi,1903-01-11,Kecskemét,19.6917,46.9074,1967-05-30,Budapest,19.040833333,47.498333333,12832127,NA
DELI (Thalloczy Lajos),1,https://www.wikidata.org/wiki/Q832999,NA,Thallóczy,férfi,1857-12-08,Kassa,21.25,48.716666666,1916-12-01,Herceghalom,18.75,47.5,84259243,118621556
DEMÉNY Ottó,3,https://www.wikidata.org/wiki/Q16519007,NA,NA,férfi,1928-04-05,Budapest,19.040833333,47.498333333,1975-12-12,Budapest,19.040833333,47.498333333,40690631,NA
DEMETER Imre,1,https://www.wikidata.org/wiki/Q903685,NA,NA,férfi,1921-11-11,Dunaharaszti,19.084444444,47.355277777,1975-08-14,Budapest,19.040833333,47.498333333,306153740,NA
DÉNES Gizella,1,https://www.wikidata.org/wiki/Q986870,NA,NA,férfi,1897-06-25,Ócsárd,18.15,45.933333,1975-11-24,Pécs,18.233055555,46.070833333,88801670,NA
DÉRY György,4,NA,NA,NA forditásai vannak ilyen nevűnek többnyire angolból magyarra 1961-től,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DÉRY Tibor,304,https://www.wikidata.org/wiki/Q72938,NA,NA,férfi,1894-10-18,Budapest,19.040833333,47.498333333,1977-08-18,Budapest,19.040833333,47.498333333,14768732,118524828
DETRE László,1,NA,1906-1974,"több detre lászló lehet, talán ez a legvalószinűbb: http://mek.oszk.hu/00300/00355/html/ABC03014/03289.htm RESOLVE nincs magyarul ez a detre élt berlinben, simán irhatta németül diákkorában",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DETREHEMY József,2,NA,1923-1964,PUBLDATA arcanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEVECSERI Gábor,34,https://www.wikidata.org/wiki/Q904578,NA,NA,férfi,1917-02-27,Budapest,19.040833333,47.498333333,1971-07-31,Budapest,19.040833333,47.498333333,49267984,119208539
DIE EROBERTE,1,NA,NA,RESOLVE nem szerző,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIENES Lajos,1,https://www.wikidata.org/wiki/Q905210,NA,NA,férfi,1816-01-01,Bars vármegye,18.4,48.38333333,1874-04-04,Budapest,19.040833333,47.498333333,121453765,NA
DIETL Fedor,1,NA,1924-1940,PUBLDATA arcanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIVALD Kornél,1,https://www.wikidata.org/wiki/Q906496,NA,NA,férfi,1872-05-21,Eperjes,21.233333333,49,1931-03-24,Budapest,19.040833333,47.498333333,35342577,NA
DIVINYI Mehmet,1,NA,1600,PUBLDATA http://mek.oszk.hu/00300/00355/html/ABC03014/03376.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
